Index,Description,attacker,data-plane-detection,detail_param,duration,end_time,event_type,example_prefix,hijack_as_percent,level,level_reason,prefix_list,prefix_num,start_time,victim
79,Victim:BR/AS 52716 ()<br> Attacker:/AS 274463 (),274463,Not Hijacking,[object Object],87164770,1755980367170,Possible SubHijack,<div>prefix: 177.84.28.0/23</div> <div>subprefix: 177.84.29.0/24</div>,43.48,low,,177.84.29.0/24;177.84.28.0/23,1,1755893202400,52716
80,Victim:BR/AS 28640 (VIPWAY)<br> Attacker:BR/AS 264209 (LINKFORT),264209,Not done,[object Object],194746000,1708841184000,Possible SubHijack,<div>prefix: 189.51.80.0/20</div> <div>subprefix: 189.51.95.0/24</div>,93.81,low,,189.51.95.0/24;189.51.80.0/20;189.51.90.0/24;189.51.80.0/20;189.51.94.0/24;189.51.80.0/20;189.51.92.0/24;189.51.80.0/20;189.51.93.0/24;189.51.80.0/20;189.51.91.0/24;189.51.80.0/20;189.51.89.0/24;189.51.80.0/20;189.51.88.0/24;189.51.80.0/20,8,1708646438000,28640
81,Victim:US/AS 6079 (RCN-AS)<br> Attacker:US/AS 6062 (NETPLEX),6062,No Result,[object Object],4661825530,1767684521490,Possible SubHijack,<div>prefix: 205.246.64.0/20</div> <div>subprefix: 205.246.72.0/21</div>,18.92,low,,205.246.72.0/21;205.246.64.0/20;205.246.72.0/21;205.246.64.0/20,2,1763022695960,6079
82,Victim:GB/AS 42192 (PMG-AS)<br> Attacker:CN/AS 24138 (CTTNET),24138,No Result,[object Object],168171650,1743747652170,Possible SubHijack,<div>prefix: 110.172.192.0/20</div> <div>subprefix: 110.172.200.0/21</div>,8.11,low,,110.172.200.0/21;110.172.192.0/20,1,1743579480520,42192
83,Victim:BR/AS 262653 ()<br> Attacker:AO/AS 37468 (ANGOLA-CABLES),37468,Low Possibility,[object Object],2419759480,1723518230480,Possible SubHijack,<div>prefix: 177.105.208.0/23</div> <div>subprefix: 177.105.209.0/24</div>,97.12,low,,177.105.209.0/24;177.105.208.0/23;177.105.209.0/24;177.105.208.0/23;177.105.209.0/24;177.105.208.0/23;177.105.209.0/24;177.105.208.0/23;177.105.209.0/24;177.105.208.0/23,5,1721098471000,262653
84,Victim:SE/AS 1299 (TWELVE99)<br> Attacker:GI/AS 43426 (NLine-Lviv),43426,Not done,[object Object],11239069200,1759915715410,Possible SubHijack,<div>prefix: 2001:2000:3000::/40</div> <div>subprefix: 2001:2000:3080:2345::/126</div>,5.77,low,,2001:2000:3080:2345::/126;2001:2000:3000::/40;2620:0:1cff:dead:beee::1408/127;2620:0:1c00::/40;2001:67c:5e8:8000::/64;2001:67c:5e8::/48;2001:2000:3080:2345::/126;2001:2000:3000::/40;2620:0:1cff:dead:beee::1408/127;2620:0:1c00::/40;2001:67c:5e8:8000::/64;2001:67c:5e8::/48;2001:2000:3080:2345::/126;2001:2000:3000::/40,7,1748676646210,1299
85,Victim:BR/AS 53143 ()<br> Attacker:AO/AS 37468 (ANGOLA-CABLES),37468,Not done,[object Object],12106570,1718366211570,Possible SubHijack,<div>prefix: 186.194.228.0/23</div> <div>subprefix: 186.194.229.0/24</div>,95.76,low,,186.194.229.0/24;186.194.228.0/23,1,1718354105000,53143
86,Victim:BR/AS 262313 (Internet)<br> Attacker:BR/AS 268952 (MZNET),268952,Not done,[object Object],50882000,1708708425000,Possible SubHijack,<div>prefix: 177.105.230.0/23</div> <div>subprefix: 177.105.231.0/24</div>,36.9,low,,177.105.231.0/24;177.105.230.0/23,1,1708657543000,262313
87,Victim:US/AS 17252 (AS2-COLOAM)<br> Attacker:US/AS 401210 (KEENAGI-AS-001),401210,Low Possibility,[object Object],1330340,1757525960020,Possible SubHijack,<div>prefix: 67.207.184.0/21</div> <div>subprefix: 67.207.189.0/24</div>,93.62,middle,17252 is Cloud|IDC|CDN or top content provider.,67.207.189.0/24;67.207.184.0/21,1,1757524629680,17252
88,Victim:US/AS 22773 (ASN-CXA-ALL-CCI-22773-RDC)<br> Attacker:US/AS 32261 (SUBSPACE),32261,Not Hijacking,[object Object],226260,1742790936110,Possible SubHijack,<div>prefix: 205.162.80.0/20</div> <div>subprefix: 205.162.82.0/24</div>,89.25,low,,205.162.82.0/24;205.162.80.0/20,1,1742790709850,22773
89,Victim:KW/AS 203147 (moi)<br> Attacker:US/AS 19905 (SECURITYSERVICES),19905,Not done,[object Object],208300,1720941512630,Possible SubHijack,<div>prefix: 185.150.216.0/23</div> <div>subprefix: 185.150.216.0/24</div>,41.05,low,,185.150.216.0/24;185.150.216.0/23,1,1720941304330,203147
90,Victim:HK/AS 137951 (ASLINE-AS-AP)<br> Attacker:BR/AS 262287 (),262287,No Result,[object Object],1850610,1748970551750,Possible SubHijack,<div>prefix: 168.206.0.0/20</div> <div>subprefix: 168.206.10.0/24</div>,97.75,high,26 websites in the prefix.,168.206.10.0/24;168.206.0.0/20;168.206.3.0/24;168.206.0.0/20;168.206.13.0/24;168.206.0.0/20;168.206.15.0/24;168.206.0.0/20;168.206.6.0/24;168.206.0.0/20;168.206.12.0/24;168.206.0.0/20;168.206.7.0/24;168.206.0.0/20;168.206.5.0/24;168.206.0.0/20;168.206.9.0/24;168.206.0.0/20;168.206.8.0/24;168.206.0.0/20;168.206.0.0/24;168.206.0.0/20;168.206.11.0/24;168.206.0.0/20;168.206.2.0/24;168.206.0.0/20;168.206.4.0/24;168.206.0.0/20;168.206.14.0/24;168.206.0.0/20,15,1748968701140,137951
91,Victim:US/AS 55201 (SKYQUANTUM-INTERNET-SERVICE)<br> Attacker:SG/AS 197537 (WISDOM-CLOUD),197537,No Result,[object Object],88305140,1749507984480,Possible SubHijack,<div>prefix: 206.237.80.0/21</div> <div>subprefix: 206.237.86.0/23</div>,97.96,low,,206.237.86.0/23;206.237.80.0/21,1,1749419679340,55201
92,Victim:GB/AS 58144 (ASN-TSC)<br> Attacker:US/AS 834 (IPXO),834,Low Possibility,[object Object],97311820,1749039444000,Possible SubHijack,<div>prefix: 185.20.252.0/22</div> <div>subprefix: 185.20.255.0/24</div>,97.98,low,,185.20.255.0/24;185.20.252.0/22,1,1748942132180,58144
93,Victim:US/AS 21769 (AS-COLOAM)<br> Attacker:IN/AS 138244 (HOSTZOP-AS-IN),138244,Not Hijacking,[object Object],78801340,1741866671300,Possible SubHijack,<div>prefix: 103.47.56.0/22</div> <div>subprefix: 103.47.56.0/24</div>,52.44,middle,21769 is Cloud|IDC|CDN or top content provider.,103.47.56.0/24;103.47.56.0/22,1,1741787869960,21769
94,Victim:IL/AS 25003 (Internet_Binat)<br> Attacker:US/AS 25773 (RADWARE-CLOUD-SERVICES),25773,Low Possibility,[object Object],161344070,1742615127070,Possible SubHijack,<div>prefix: 92.61.224.0/20</div> <div>subprefix: 92.61.231.0/24</div>,96.12,low,,92.61.231.0/24;92.61.224.0/20,1,1742453783000,25003
95,Victim:BR/AS 270977 ()<br> Attacker:BR/AS 265467 (),265467,Not done,[object Object],101719250,1720807621450,Possible SubHijack,<div>prefix: 177.74.96.0/22</div> <div>subprefix: 177.74.97.0/24</div>,92.86,low,,177.74.97.0/24;177.74.96.0/22,1,1720705902200,270977
96,Victim:BR/AS 269073 ()<br> Attacker:BR/AS 28262 (),28262,Low Possibility,[object Object],11530146020,1750378674110,Possible SubHijack,<div>prefix: 187.17.32.0/21</div> <div>subprefix: 187.17.32.0/24</div>,14.29,middle,3 websites in the prefix.,187.17.32.0/24;187.17.32.0/21;187.17.32.0/24;187.17.32.0/21;187.17.32.0/24;187.17.32.0/21,3,1738848528090,269073
97,Victim:DE/AS 12586 (ASGHOSTNET)<br> Attacker:AT/AS 211066 (RYZEHOSTING),211066,Not done,[object Object],108802650,1752243015620,Possible SubHijack,<div>prefix: 85.118.160.0/21</div> <div>subprefix: 85.118.162.0/24</div>,20.27,low,,85.118.162.0/24;85.118.160.0/21,1,1752134212970,12586
98,Victim:BR/AS 53143 ()<br> Attacker:AO/AS 37468 (ANGOLA-CABLES),37468,Not done,[object Object],11544950,1718365649950,Possible SubHijack,<div>prefix: 131.100.68.0/23</div> <div>subprefix: 131.100.68.0/24</div>,95.8,low,,131.100.68.0/24;131.100.68.0/23;186.194.228.0/24;186.194.228.0/23,2,1718354105000,53143
99,Victim:US/AS 834 (IPXO)<br> Attacker:JP/AS 210542 (G-net),210542,Not done,[object Object],1167360,1715933503690,Possible SubHijack,<div>prefix: 141.11.252.0/23</div> <div>subprefix: 141.11.252.0/24</div>,14.63,low,,141.11.252.0/24;141.11.252.0/23;141.11.253.0/24;141.11.252.0/23,2,1715932336330,834
100,Victim:CA/AS 53356 (FREE RANGE CLOUD)<br> Attacker:NL/AS 212150 (eagler_as),212150,No Result,[object Object],16797150,1723722815090,Possible SubHijack,<div>prefix: 167.253.16.0/22</div> <div>subprefix: 167.253.16.0/24</div>,44.59,low,,167.253.16.0/24;167.253.16.0/22,1,1723706017940,53356
101,Victim:ZM/AS 37185 (iSAT-Africa)<br> Attacker:KE/AS 328724 (ISAT-Kenya-AS),328724,Low Possibility,[object Object],46592690,1742853997400,Possible SubHijack,<div>prefix: 41.191.116.0/22</div> <div>subprefix: 41.191.118.0/24</div>,93.07,low,,41.191.118.0/24;41.191.116.0/22,1,1742807404710,37185
102,Victim:CA/AS 62831 (TUCOWS-TRS-SRS)<br> Attacker:CN/AS 38345 (ZDNS),38345,Not done,[object Object],994090,1731058065350,Possible SubHijack,<div>prefix: 2620:57:4000::/40</div> <div>subprefix: 2620:57:4004::/48</div>,12.96,middle,62831 is Cloud|IDC|CDN or top content provider.,2620:57:4004::/48;2620:57:4000::/40,1,1731057071260,62831
103,Victim:IT/AS 5602 (AS-IRIDEOS-KP)<br> Attacker:ZA/AS 216409 (ENDGAME),216409,Not done,[object Object],57808510,1721425987510,Possible SubHijack,<div>prefix: 92.60.64.0/20</div> <div>subprefix: 92.60.77.0/24</div>,76.74,low,,92.60.77.0/24;92.60.64.0/20,1,1721368179000,5602
104,Victim:HK/AS 38008 (APERTURE-AS-AP)<br> Attacker:US/AS 46997 (NATOLAB),46997,Not done,[object Object],160496820,1760826710950,Possible SubHijack,<div>prefix: 2406:4440:d000::/36</div> <div>subprefix: 2406:4440:d6ff::/48</div>,93.85,low,,2406:4440:d6ff::/48;2406:4440:d000::/36,1,1760666214130,38008
105,Victim:CO/AS 271780 ()<br> Attacker:CO/AS 27951 (),27951,Not done,[object Object],9991729000,1748533145000,Possible SubHijack,<div>prefix: 2801:174::/44</div> <div>subprefix: 2801:174:3::/48</div>,18.18,low,,2801:174:3::/48;2801:174::/44;2801:174:3::/48;2801:174::/44;2801:174:3::/48;2801:174::/44;2801:174:3::/48;2801:174::/44;2801:174:3::/48;2801:174::/44,5,1738541416000,271780
106,Victim:BR/AS 271609 (UNSPECIFIED)<br> Attacker:BR/AS 273744 (),273744,Not done,[object Object],22678000,1708878458000,Possible SubHijack,<div>prefix: 45.183.176.0/23</div> <div>subprefix: 45.183.177.0/24</div>,24.21,low,,45.183.177.0/24;45.183.176.0/23;45.183.176.0/24;45.183.176.0/23,2,1708855780000,271609
107,Victim:DM/AS 40945 (SATTEL)<br> Attacker:LC/AS 33582 (DIGICEL-OECS),33582,Not done,[object Object],120031440,1760906722780,Possible SubHijack,<div>prefix: 199.127.196.0/22</div> <div>subprefix: 199.127.199.0/24</div>,98.86,low,,199.127.199.0/24;199.127.196.0/22,1,1760786691340,40945
108,Victim:US/AS 27501 (ISPNET-AS)<br> Attacker:US/AS 21879 (TWRS-SF),21879,No Result,[object Object],35687070,1748906434520,Possible SubHijack,<div>prefix: 216.127.116.0/22</div> <div>subprefix: 216.127.116.0/23</div>,92.23,low,,216.127.116.0/23;216.127.116.0/22,1,1748870747450,27501
109,Victim:BR/AS 267003 ()<br> Attacker:BR/AS 262806 (),262806,Low Possibility,[object Object],2047990,1755527884230,Possible SubHijack,<div>prefix: 187.49.48.0/20</div> <div>subprefix: 187.49.60.0/22</div>,97.96,low,,187.49.60.0/22;187.49.48.0/20;187.49.48.0/22;187.49.48.0/20;187.49.56.0/22;187.49.48.0/20;187.49.52.0/22;187.49.48.0/20,4,1755525836240,267003
110,Victim:IN/AS 203020 (HostRoyale)<br> Attacker:HK/AS 137443 (CHANGLIAN-AS-AP),137443,Not done,[object Object],72141180,1751420021620,Possible SubHijack,<div>prefix: 154.223.144.0/20</div> <div>subprefix: 154.223.148.0/23</div>,24.32,middle,203020 is Cloud|IDC|CDN or top content provider.,154.223.148.0/23;154.223.144.0/20,1,1751347880440,203020
111,Victim:US/AS 39600 (BUNNY-TECHNOLOGY-LLC)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,Low Possibility,[object Object],93448960,1747401872760,Possible SubHijack,<div>prefix: 156.255.84.0/22</div> <div>subprefix: 156.255.87.0/24</div>,22.37,low,,156.255.87.0/24;156.255.84.0/22,1,1747308423800,39600
112,Victim:US/AS 209242 (CLOUDFLARESPECTRUM)<br> Attacker:HK/AS 17561 (LCS-AS-AP),17561,Low Possibility,[object Object],62820920,1759997632860,Possible SubHijack,<div>prefix: 154.219.2.0/23</div> <div>subprefix: 154.219.3.0/24</div>,92.63,high,11 websites in the prefix.,154.219.3.0/24;154.219.2.0/23,1,1759934811940,209242
113,Victim:BR/AS 267622 ()<br> Attacker:BR/AS 266134 (),266134,Not done,[object Object],6720460,1718739924430,Possible SubHijack,<div>prefix: 45.71.168.0/22</div> <div>subprefix: 45.71.169.0/24</div>,41.49,low,,45.71.169.0/24;45.71.168.0/22,1,1718733203970,267622
114,Victim:US/AS 26819 (TOIBGP1)<br> Attacker:US/AS 396026 (DEASIL-NETWORKS),396026,Not done,[object Object],936116160,1721475005040,Possible SubHijack,<div>prefix: 74.124.208.0/23</div> <div>subprefix: 74.124.208.0/24</div>,7.5,low,,74.124.208.0/24;74.124.208.0/23;74.124.208.0/24;74.124.208.0/23,2,1720538888880,26819
115,Victim:BR/AS 262676 ()<br> Attacker:BR/AS 263903 (),263903,Not done,[object Object],47452310,1715495923130,Possible SubHijack,<div>prefix: 187.73.228.0/22</div> <div>subprefix: 187.73.230.0/24</div>,27.19,low,,187.73.230.0/24;187.73.228.0/22;187.73.228.0/24;187.73.228.0/22,2,1715448470820,262676
116,Victim:US/AS 21769 (AS-COLOAM)<br> Attacker:GB/AS 62240 (Clouvider),62240,Low Possibility,[object Object],84865440,1759418023500,Possible SubHijack,<div>prefix: 173.46.80.0/20</div> <div>subprefix: 173.46.82.0/24</div>,39.24,middle,21769 is Cloud|IDC|CDN or top content provider.,173.46.82.0/24;173.46.80.0/20,1,1759333158060,21769
117,Victim:BR/AS 13878 ()<br> Attacker:BR/AS 10429 (),10429,Not done,[object Object],119148990,1762494907110,Possible SubHijack,<div>prefix: 200.202.112.0/20</div> <div>subprefix: 200.202.116.0/24</div>,94.57,low,,200.202.116.0/24;200.202.112.0/20,1,1762375758120,13878
118,Victim:NL/AS 15830 (Equinix)<br> Attacker:US/AS 12085 (EQUINIX-EC-DC),12085,Low Possibility,[object Object],136325580,1749097197140,Possible SubHijack,<div>prefix: 155.204.0.0/22</div> <div>subprefix: 155.204.1.0/24</div>,20.78,low,,155.204.1.0/24;155.204.0.0/22;155.204.2.0/24;155.204.0.0/22;155.204.3.0/24;155.204.0.0/22,3,1748960871560,15830
119,Victim:KR/AS 38676 (FLEXNET-AS-KR)<br> Attacker:GB/AS 216425 (HANARIN-AS),216425,Low Possibility,[object Object],1235040,1753682988580,Possible SubHijack,<div>prefix: 45.250.220.0/22</div> <div>subprefix: 45.250.223.0/24</div>,84.88,low,,45.250.223.0/24;45.250.220.0/22;45.250.222.0/24;45.250.220.0/22;45.250.221.0/24;45.250.220.0/22,3,1753681753540,38676
120,Victim:US/AS 36384 (GOOGLE-IT)<br> Attacker:US/AS 395973 (GOOGLE-2),395973,Not done,[object Object],169039510,1760160266190,Possible SubHijack,<div>prefix: 2a00:79e1:f00::/40</div> <div>subprefix: 2a00:79e1:f6a::/48</div>,97.59,low,,2a00:79e1:f6a::/48;2a00:79e1:f00::/40;2a00:79e1:f12::/48;2a00:79e1:f00::/40,2,1759991226680,36384
121,Victim:US/AS 12099 (OAKWOOD-HEALTHCARE)<br> Attacker:US/AS 46620 (WBH-ISC-RO),46620,Low Possibility,[object Object],36451124540,1755778854200,Possible SubHijack,<div>prefix: 208.90.94.0/23</div> <div>subprefix: 208.90.95.0/24</div>,96.77,low,,208.90.95.0/24;208.90.94.0/23;208.90.95.0/24;208.90.94.0/23;208.90.95.0/24;208.90.94.0/23,3,1719327729660,12099
122,Victim:BR/AS 53013 ()<br> Attacker:US/AS 26666 (INTERSERVER-LAX),26666,Not Hijacking,[object Object],20288000,1748497121000,Possible SubHijack,<div>prefix: 104.37.184.0/21</div> <div>subprefix: 104.37.184.0/24</div>,96.51,high,25 websites in the prefix.,104.37.184.0/24;104.37.184.0/21;69.10.50.0/24;69.10.48.0/20;208.73.200.0/24;208.73.200.0/21;208.73.201.0/24;208.73.200.0/21;67.211.208.0/24;67.211.208.0/20;162.220.160.0/24;162.220.160.0/21;216.158.224.0/23;216.158.224.0/20,7,1748476833000,53013
123,Victim:GB/AS 8851 (EDGE)<br> Attacker:AE/AS 60117 (HS),60117,Low Possibility,[object Object],6036270,1745833676680,Possible SubHijack,<div>prefix: 80.240.80.0/20</div> <div>subprefix: 80.240.86.0/24</div>,88.37,low,,80.240.86.0/24;80.240.80.0/20,1,1745827640410,8851
124,Victim:BR/AS 262420 ()<br> Attacker:AO/AS 37468 (ANGOLA-CABLES),37468,Not done,[object Object],6371000,1718360476000,Possible SubHijack,<div>prefix: 177.84.176.0/23</div> <div>subprefix: 177.84.177.0/24</div>,95.97,low,,177.84.177.0/24;177.84.176.0/23;186.219.99.0/24;186.219.98.0/23,2,1718354105000,262420
125,Victim:US/AS 63023 (AS-GLOBALTELEHOST)<br> Attacker:HK/AS 142019 (GRIL-AS-AP),142019,Not Hijacking,[object Object],3295993040,1723945734960,Possible SubHijack,<div>prefix: 178.130.132.0/22</div> <div>subprefix: 178.130.134.0/24</div>,21.05,middle,63023 is Cloud|IDC|CDN or top content provider.,178.130.134.0/24;178.130.132.0/22;178.130.135.0/24;178.130.132.0/22;178.130.134.0/24;178.130.132.0/22;178.130.135.0/24;178.130.132.0/22,4,1720649741920,63023
126,Victim:US/AS 2914 (NTT-LTD-2914)<br> Attacker:GB/AS 208949 (hbing-as),208949,No Result,[object Object],72811710,1727532305300,Possible SubHijack,<div>prefix: 192.142.140.0/22</div> <div>subprefix: 192.142.140.0/24</div>,9.59,low,,192.142.140.0/24;192.142.140.0/22,1,1727459493590,2914
127,Victim:US/AS 834 (IPXO)<br> Attacker:GB/AS 62240 (Clouvider),62240,Low Possibility,[object Object],83087620,1760955729360,Possible SubHijack,<div>prefix: 205.251.132.0/23</div> <div>subprefix: 205.251.132.0/24</div>,41.46,low,,205.251.132.0/24;205.251.132.0/23;205.251.133.0/24;205.251.132.0/23,2,1760872641740,834
128,Victim:BR/AS 271690 ()<br> Attacker:BR/AS 264433 (),264433,Low Possibility,[object Object],181190,1758152240910,Possible SubHijack,<div>prefix: 189.51.32.0/23</div> <div>subprefix: 189.51.32.0/24</div>,96.88,low,,189.51.32.0/24;189.51.32.0/23,1,1758152059720,271690
129,Victim:BR/AS 61677 ()<br> Attacker:BR/AS 272513 (),272513,Low Possibility,[object Object],136916930,1764876019930,Possible SubHijack,<div>prefix: 131.108.112.0/22</div> <div>subprefix: 131.108.115.0/24</div>,87.5,middle,61677 is Cloud|IDC|CDN or top content provider.,131.108.115.0/24;131.108.112.0/22,1,1764739103000,61677
130,Victim:RU/AS 34665 (PINDC-AS)<br> Attacker:KZ/AS 211849 (KAKHAROV-AS),211849,No Result,[object Object],1624520,1740916987540,Possible SubHijack,<div>prefix: 5.101.32.0/22</div> <div>subprefix: 5.101.32.0/24</div>,6.76,low,,5.101.32.0/24;5.101.32.0/22,1,1740915363020,34665
131,Victim:DE/AS 12586 (ASGHOSTNET)<br> Attacker:AT/AS 211066 (RYZEHOSTING),211066,Not Hijacking,[object Object],140415650,1757929429320,Possible SubHijack,<div>prefix: 94.103.160.0/20</div> <div>subprefix: 94.103.171.0/24</div>,43.59,low,,94.103.171.0/24;94.103.160.0/20;94.103.174.0/24;94.103.160.0/20,2,1757789013670,12586
132,Victim:US/AS 46841 (FORKNETWORKING)<br> Attacker:US/AS 205663 (ISOFONE-COMMUNICATIONS),205663,Not done,[object Object],29575000,1717451507000,Possible SubHijack,<div>prefix: 100.42.16.0/20</div> <div>subprefix: 100.42.23.0/24</div>,11.59,middle,2 websites in the prefix.46841 is Cloud|IDC|CDN or top content provider.,100.42.23.0/24;100.42.16.0/20,1,1717421932000,46841
133,Victim:BR/AS 270648 ()<br> Attacker:BR/AS 266321 (),266321,Low Possibility,[object Object],87400860,1740568233830,Possible SubHijack,<div>prefix: 181.192.124.0/22</div> <div>subprefix: 181.192.126.0/24</div>,95.37,middle,270648 is Cloud|IDC|CDN or top content provider.,181.192.126.0/24;181.192.124.0/22,1,1740480832970,270648
134,Victim:US/AS 22773 (ASN-CXA-ALL-CCI-22773-RDC)<br> Attacker:GB/AS 58349 (INNETRA-AS),58349,Low Possibility,[object Object],149514290,1746392320040,Possible SubHijack,<div>prefix: 149.57.40.0/21</div> <div>subprefix: 149.57.41.0/24</div>,95.29,low,,149.57.41.0/24;149.57.40.0/21,1,1746242805750,22773
135,Victim:CA/AS 212934 (Accuris_Technologies)<br> Attacker:CA/AS 52210 (CANAD-111-52210),52210,Not done,[object Object],225220,1761368638930,Possible SubHijack,<div>prefix: 23.130.137.0/24</div> <div>subprefix: 23.130.137.32/28</div>,4.41,low,,23.130.137.32/28;23.130.137.0/24;23.130.137.128/25;23.130.137.0/24;23.130.137.8/29;23.130.137.0/24;23.130.137.64/28;23.130.137.0/24;23.130.137.96/28;23.130.137.0/24;23.130.137.80/28;23.130.137.0/24;23.130.137.16/28;23.130.137.0/24,7,1761368413710,212934
136,Victim:IT/AS 21056 (ASN-WELCOMEITALIA)<br> Attacker:HK/AS 41717 (TelflyNetwork),41717,Not done,[object Object],81557170,1717079809120,Possible SubHijack,<div>prefix: 103.248.184.0/22</div> <div>subprefix: 103.248.186.0/24</div>,24.14,low,,103.248.186.0/24;103.248.184.0/22,1,1716998251950,21056
137,Victim:BR/AS 52657 ()<br> Attacker:BR/AS 269185 (),269185,Not done,[object Object],72712300,1754547691260,Possible SubHijack,<div>prefix: 2804:5bcc:8000::/36</div> <div>subprefix: 2804:5bcc:8000::/40</div>,88.76,low,,2804:5bcc:8000::/40;2804:5bcc:8000::/36,1,1754474978960,52657
138,Victim:HU/AS 210579 (RACKHOST-AS)<br> Attacker:HU/AS 12301 (Invitech),12301,Low Possibility,[object Object],145563550,1729501170390,Possible SubHijack,<div>prefix: 217.13.104.0/23</div> <div>subprefix: 217.13.104.0/24</div>,38.24,low,,217.13.104.0/24;217.13.104.0/23,1,1729355606840,210579
139,Victim:TR/AS 212742 (AS48678)<br> Attacker:US/AS 398704 (STACKSINC-BACKBONE),398704,Not done,[object Object],98326420,1759918337750,Possible SubHijack,<div>prefix: 31.58.208.0/23</div> <div>subprefix: 31.58.208.0/24</div>,5.13,low,,31.58.208.0/24;31.58.208.0/23;31.58.232.0/24;31.58.232.0/23;31.58.233.0/24;31.58.232.0/23,3,1759820011330,212742
140,Victim:US/AS 39600 (BUNNY-TECHNOLOGY-LLC)<br> Attacker:AE/AS 206283 (YAHSAT-FRANKFURT),206283,No Result,[object Object],110749800,1765299697800,Possible SubHijack,<div>prefix: 102.68.48.0/22</div> <div>subprefix: 102.68.48.0/24</div>,25.68,low,,102.68.48.0/24;102.68.48.0/22;102.68.49.0/24;102.68.48.0/22,2,1765188948000,39600
141,Victim:IE/AS 43515 (YOUTUBE)<br> Attacker:US/AS 36040 (YOUTUBE),36040,Not done,[object Object],47788850,1761819910550,Possible SubHijack,<div>prefix: 2620:11a:a000::/40</div> <div>subprefix: 2620:11a:a049::/48</div>,91.57,low,,2620:11a:a049::/48;2620:11a:a000::/40,1,1761772121700,43515
142,Victim:US/AS 14107 (PCINW-PN001)<br> Attacker:CA/AS 394347 (SG-ASN),394347,Not Hijacking,[object Object],8096880,1756622401390,Possible SubHijack,<div>prefix: 207.189.128.0/20</div> <div>subprefix: 207.189.143.0/24</div>,93.68,low,,207.189.143.0/24;207.189.128.0/20,1,1756614304510,14107
